"year","number","question","answer","choice1","choice2","choice3","choice4","choice5"
"2021","30","森林水文・緑地環境に関する次の記述のうち、最も不適切なものはどれか。","3","①山地流域の河川水量について、梅雨などの長雨や台風等の強雨の後は増大し、降雨後の快晴が続くと河川水量は減少するが、地下水が補給されることにより直ちにゼロになることはない。","②土石流は、一般に渓流の勾配が急な山地源流部（20°以上）において発生し、水と土砂・流木等が一体となって高速で流下するため、下流での被害が大きい。","③土壌浸食（雨滴侵食と流水侵食）を抑制するためには、雨滴を受け止め地表を覆う樹木の樹冠を保持・回復することが最も重要であり、樹木の根系の保持は雨滴侵食の防止に寄与しない。","④花崗岩地帯では土壌生成速度が遅い（土壌が薄い）ため、大雨時に表層崩壊（山崩れ）が起こりやすく、また高温乾燥下では花崗岩の風化が進むことでマサと呼ばれる砂礫状の土壌が形成される。","⑤蒸発散量の算出方法として、対象地に設置した蒸発散計での計測値を利用する方法と、水収支から推定する方法等がある。"
"2021","31","林業の採算性に関する次の記述のうち、最も不適切なものはどれか。","5","①林業の収益は、素材（丸太）の価格から製材費・輸送費等を差し引いた部分が山元立木価格として帰属するため、伐採コストの削減が林業収益の改善に直接的に貢献する。","②林業の採算性を考える上で重要な林業利回りとは、造林・保育・伐採に投じたコストの回収に必要な収益率を意味しており、造林費と素材価格の水準が大きく影響する。","③林業の収益性は林分の成立状況や立地条件によって異なり、急傾斜地や高標高地では作業コストが高くなるため、採算がとりにくくなる傾向がある。","④山元立木価格が低下すると林業経営体の採算が悪化し、必要な施業が実施されない「管理放棄」につながる可能性があり、これが林業の採算性悪化の負のサイクルを形成する。","⑤大規模な林業経営体は小規模な経営体と比べて、路網・機械化への大規模投資が可能であることから、どのような立地・条件においても採算がとれることが経営上の強みである。"
"2021","32","森林の測定に関する次の記述のうち、最も不適切なものはどれか。","1","①胸高直径とは、根元から1.2mの位置での直径のことをいい、テープ尺を使って周囲長（幹周）を測定し、π（円周率）で除することで計算できる。","②樹高とは、樹木の根元（地際）から梢端（先端）までの鉛直高のことで、傾斜地では測定地点の水平距離と仰角・俯角から測定することができる。","③材積（幹材積）の推定には、一般に直径と樹高を用いた材積表や材積算出式を利用することが多く、胸高直径（D）と樹高（H）に形数（f）を乗じた材積算出式（V=π/4×D²×H×f）が代表的なものの一つである。","④立木の本数を調査する方法として、固定プロット法のほか、計測点から立木までの距離に応じて選木確率が変わる「バウム法（Bitterlich法）」などがある。","⑤単位面積当たりの材積（林分蓄積）は、調査プロット内の各立木の材積の合計をプロット面積で除することで得られる。"
"2021","33","施業・経営計画に関する次の記述のうち、最も不適切なものはどれか。","3","①森林経営計画は、森林法に基づいて策定が求められるものであり、計画期間は5年間で市町村長の認定を受ける必要がある。","②森林経営計画を作成した場合に受けられる支援として、経営計画対象森林の間伐・造林等に係る補助率の割増や、固定資産税の課税標準の特例が受けられるほか、分収造林契約の特例を受けることができる。","③森林経営計画は、自己所有の森林のみを対象として作成することとされており、委託等による他者所有の森林は対象に含めることができない。","④区域内の森林の所在する市町村の区域を超えて300ha以上の森林を対象として森林経営計画を作成する場合は、都道府県知事の認定を受ける必要がある。","⑤作業プログラムとは、経営体の業務遂行手順を定めたものであり、毎年度の施業計画を記した年度施業計画と、中長期的な方針を記した中長期施業計画から構成される。"
"2021","34","木材流通に関する次の記述のうち、最も不適切なものはどれか。","2","①木材の流通経路は大きく木材市場経由と工場直送（市場外流通）に分けられ、近年は素材の市場外流通の割合が拡大している。","②我が国の木材の輸入は、1960年代以降急速に拡大し、2002年（平成14年）には木材自給率が最低の約19%にまで落ち込んだが、その後、2019年（令和元年）に約37%にまで回復し、現在では輸入材よりも国産材の使用量が多くなっている。","③流通の合理化や木材価格の安定等を目的として、製材工場・合板工場等が素材の安定確保のために丸太の直送契約を林業事業体等と結ぶ事例が増えている。","④木材の供給量は、年間を通じて一定ではなく、降雪地域では冬季の伐採作業や搬出作業が困難になるなど、季節によって変動する傾向がある。","⑤木材の価格は、需給バランスや品質によって変動し、近年では住宅着工数の変動や外国産木材（輸入材）の価格動向が国内木材価格に大きな影響を与えている。"
"2021","35","木材産業に関する次の記述のうち、最も不適切なものはどれか。","4","①製材品の主な用途は住宅部材・建築材料であり、スギやヒノキ等の針葉樹材が中心的に使用されている。","②合板は、丸太から薄くむいた単板（ベニヤ）を奇数枚、繊維方向が直交するように積層・接着して製造されており、均一な強度と寸法安定性が特徴である。","③木質バイオマスエネルギーとして、製材端材・林地残材・廃木材等のバイオマスを直接燃焼、あるいはチップや木質ペレットなどに加工して燃料として利用する方法がある。","④日本の木材産業において、大手製材メーカーや合板メーカーによる大型製材工場や合板工場の整備が進み、2019年（令和元年）現在では全国の製材工場の多くが1日当たり原木消費量100m3以上の大型工場となっている。","⑤木材チップは、ペーパーリサイクルや木質ペレット・バイオマス発電等の燃料として利用されているほか、近年ではマテリアル利用として木質ボード（MDF・パーティクルボード等）の原料にも利用されている。"
"2022","1","森林・林業基本計画（令和3年（2021年）5月）の「森林及び林業に関する施策についての基本的な方針」に関する次の記述のうち、最も不適切なものはどれか。","1","①本計画では、木材需要については、平成27（2015）年の木材需要量を下回らないよう需要の拡大を図るとしている。","②森林経営管理制度においては、適切な森林経営が行われていない、いわゆる「手入れ不足人工林」などを対象に、市町村が仲介役となって林業経営者と結びつける仕組みを設けることとしている。","③我が国の食料・農業・農村基本計画では、林業においても担い手の育成・確保に取り組む必要があるとの認識の下、新規就業者数1万人を確保するための施策を記載している。","④最近の木材自給率の向上に関して、平成27（2015）年から令和元（2019）年にかけて木材自給率が30%台から30%を超える水準で推移していることを踏まえ、木材自給率40%を目指すとしている。","⑤クリーンウッド法（合法伐採木材等の流通及び利用の促進に関する法律）に基づく取組を着実に進めるとしている。"
"2022","2","森林経営計画に関する次の記述のうち、最も不適切なものはどれか。","4","①森林経営計画は、5年を1期として作成される。","②森林経営管理制度においては、適切な森林経営が行われていない森林経営計画が認定されていない林地について、市町村が林業経営者への集積・集約化の仲介を行うこととしている。","③森林経営計画は、市町村長の認定を受けることで、補助事業の対象となったり、立木の伐採届出が不要になったりする。","④森林経営計画では、開始時の計画作成対象森林について、樹種及び林齢の記載は不要であり、面積のみ記載することとなっている。","⑤森林経営計画では、植栽による造林、下刈り等の保育、間伐等について、作業種及び作業量の記載が必要である。"
"2022","3","森林土壌に関する次の記述のうち、最も不適切なものはどれか。","3","①日本の森林土壌の多くは、火山灰や砂岩泥岩などの分解されやすい岩石が母材となっており、有機物が分解されてできた腐植と混合した層が土壌の表面に発達している。","②褐色森林土（Bd）は、全国の森林土壌の中で最も広く分布している土壌型であり、腐植に富む有機鉱質土層（A層）の下に、褐色を帯びた風化鉱質土層（Bw層）が発達しているのが特徴である。","③ポドゾル（P）は、スギ、ヒノキなどの針葉樹が優占する亜寒帯の森林などに広く分布する土壌型である。","④グライ土（G）は、地下水位が高い低地などに分布し、土壌の大部分が常に水分で飽和して酸素が欠乏し、青灰色を帯びていることが特徴である。","⑤腐植は、一般に分解が進むにつれてフルボ酸腐植からフミン酸腐植へと移行するといわれている。"
"2022","4","マルチキャビティトレイの内容積が60mL以上の大型の容器を使用するコンテナ苗に関する次の記述のうち、最も不適切なものはどれか。","2","①苗の仕上がり時に根系が容器の形状に合わせて成形され、根鉢が形成されることにより、植付け後の活着率が高い。","②大型コンテナ苗は、育苗期間が2〜3年と長いが、通常のコンテナ苗（小型コンテナ苗）と比較して植栽コストを大幅に削減できるという利点がある。","③大型コンテナ苗には、サーキュレーション式の灌水システムが用いられることがある。","④大型コンテナ苗は、根系が充実しているため、成長が早く下刈り回数を削減できるという利点がある。","⑤大型コンテナ苗では、培土として、ピートモス、バーミキュライト等を配合したものが使用されることがある。"
"2022","5","林分材積の推定に関する次の記述の□に入る語句及び数値の組合せとして、適切なものはどれか。 林分材積は、次の式により推定することができる。 V（ha当たり林分材積）＝G（ha当たり胸高断面積合計）×H（林分平均樹高） ×F（林分□ア□） ここで、G（ha当たり胸高断面積合計）は、□イ□により求めることができる。すなわち、林内の標本点からシュピーゲルレラスコープなどによって周囲の立木の胸高位置を視準し、あらかじめ定められた幅k（断面積定数）のスリットより□ウ□立木数nをカウント（スリット幅と同じ太さの立木は0.5本）すると、 G＝n×k となる。 また、H（林分平均樹高）は、測定点付近の数本の樹高を実測して平均する方法や定角測高法などから求めることができる。 F（林分□ア□）は、□エ□位の数値を適宜用いたり、単木の□ア□を利用する方法（樹種別樹高胸高の□ア□表の利用）などから求めることができる。","5","①形状比　ビッターリッヒ法　太い　0.45〜0.55","②形状比　ビッターリッヒ法　細い　0.70〜0.80","③形状比　カメラルタキセ法　細い　0.45〜0.55","④胸高形数　カメラルタキセ法　太い　0.70〜0.80","⑤胸高形数　ビッターリッヒ法　太い　0.45〜0.55"
"2022","6","我が国の木材需要に関する次の記述のうち、最も不適切なものはどれか。","5","①木材需要量は、平成14（2002）年の約1億㎥をピークに減少し、その後2020年は約8,000万㎥となっている。","②製材用材の需要量は、平成元（1989）年の約4,400万㎥をピークに現在は約1,700万㎥程度まで減少している。","③合板用材の需要量は、減少と増加を繰り返し、近年は約1,000万㎥程度となっている。","④パルプ・チップ用材の需要量は、約3,000万㎥程度で推移している。","⑤燃料材の需要量は、2010年から現在にかけて大幅に増加し、2020年では約2,000万㎥となっている。"
"2022","7","森林の火入れに関する次の記述のうち、最も不適切なものはどれか。","2","①火入れとは、農業・林業等を営むために行われる野焼きのことであり、森林法において、都道府県知事の許可を受けなければ、森林において火入れをしてはならないとされている。","②火入れの許可基準として、気象条件（風速、湿度等）については規定されていない。","③林業での火入れの目的は、地拵えした後の造林地等に残った枝条などを火入れで焼くことで、植栽後の苗木の成長を促すことにある。","④農業での火入れの目的は、雑草の焼却による除草や病害虫駆除、あるいは草地や採草地の維持管理などである。","⑤火入れは過去に山火事の原因となることもあったが、近年は山火事の主な原因は火入れよりもたき火等によるものの方が多い。"
"2022","8","森林の生産量に関する次の記述のうち、最も不適切なものはどれか。","3","①純一次生産量（NPP）とは、植物が光合成によって生産した有機物量（総一次生産量）から植物自身の呼吸によって消費された有機物量を引いたものである。","②森林の純一次生産量は、熱帯林や温帯林において高く、寒帯林において低い傾向がある。","③熱帯雨林における純一次生産量は、主要な森林タイプの中で最も高く、1年間にha当たり約40〜60tを超えることが多い。","④一般的に、同一地域において比較した場合、常緑広葉樹林に比べて落葉広葉樹林では純一次生産量が低くなる傾向がある。","⑤林床植生の純一次生産量は、一般的に、林冠の光透過量が大きいほど増加する。"
"2022","9","森林病害に関する次の記述のうち、最も不適切なものはどれか。","3","①松くい虫とは、マツ材線虫病の通称であり、マツノザイセンチュウが原因生物である。","②一般的に同一地域において比較した場合、常緑広葉樹林に比べて落葉広葉樹林では純一次生産量が低くなる傾向がある。","③ナラ枯れは、カシノナガキクイムシが穿入して媒介するナラ菌（Raffaelea quercivora）による伝染病であり、コナラやミズナラなどのブナ科樹木が被害を受けるが、カシ類は被害を受けにくい傾向がある。","④スギやヒノキに発生するスギ・ヒノキ炭疽病は、炭疽病菌が雨滴等によって伝播することで感染が広がる。","⑤あまびこ病（溝腐病）は、ファイトプラズマが媒介昆虫のヒシモンヨコバイによって媒介されることで発生する。"
"2022","10","森林内の水に関する次の記述のうち、最も不適切なものはどれか。","1","①樹幹流は、雨天時に幹を伝わって地面に達する雨水のことであり、一般的に、幹の傾きが大きいほど、また葉の枚数が多い樹種ほど樹幹流量が多い傾向がある。","②遮断蒸発は、樹冠に貯留した水が蒸発することであり、熱帯雨林では年降水量の約20〜25%に達するとされ、落葉樹に比べて常緑樹の方が一般に遮断蒸発量が多い傾向がある。","③蒸散は、植物体内の水が水蒸気として大気中に放出される現象であり、主に気孔から行われる。","④林内雨量は、林外の降水量より少なく、その差（遮断量）は樹種や樹冠の密度によって異なる。","⑤林床に落下した雨水は、一部が地面の表面を流れ（表面流）、残りが浸透して土壌内を流れる（中間流）か、または地下水涵養（深部浸透）となる。"
"2022","11","森林における炭素循環に関する次の記述のうち、最も不適切なものはどれか。","3","①国内の温室効果ガス排出・吸収目録（インベントリ）の森林分野における炭素吸収量は、京都議定書に定められた方法論に基づき、幹材積の成長に係る炭素量から計算される。","②森林の炭素蓄積量は、各炭素プール（生きているバイオマス、死んでいる有機物（枯死木及び落葉落枝）、土壌有機物）の合計で表される。","③林野の土壌（林地土壌）に蓄積されている炭素量は、植生に蓄積されている炭素量よりも少ないと推定されている。","④林野の土壌（林地土壌）に蓄積されている炭素量は、植生に蓄積されている炭素量より多いと推定されている。","⑤木質バイオマスエネルギーは、燃焼する際に二酸化炭素を排出するが、木材が成長する段階で大気中の二酸化炭素を吸収するため、カーボンニュートラルと見なされている。"
"2022","12","森林に関する次の記述のうち、最も不適切なものはどれか。","2","①世界全体の森林面積は、約40億haであり、陸地面積の約31%に相当する。","②世界の森林のうち、最も面積が大きいのは南米（熱帯雨林）であり、次にアフリカ、欧州・中央アジア（ロシアなど）の順に続く。","③我が国の国土面積は、約3,780万haであり、そのうち森林面積が占める割合は約66%で、先進国の中でも森林率が高い部類に属する。","④ボトムアップ型の森林管理（参加型森林管理）とは、地域住民が森林の管理・利用に参画する仕組みであり、住民の生計向上、環境保全、ガバナンスの強化などの面でメリットがある。","⑤FSC（Forest Stewardship Council）やPEFC（Programme for the Endorsement of Forest Certification）は、持続可能な森林管理を推進するための森林認証の国際的な枠組みの例である。"
"2022","13","木材の乾燥に関する次の記述のうち、最も不適切なものはどれか。","1","①含水率が繊維飽和点以下となると、木材は収縮する。含水率が繊維飽和点以上（生材）の状態から乾燥するとき、含水率30%前後までの乾燥には多くの時間を要する。","②人工乾燥させることにより、仕上がり寸法の安定化が期待でき、強度の向上にもつながる。","③木材を天然乾燥する場合、丸太よりも製材した木材の方が乾燥が早い。","④木材の含水率は、乾燥前後の重量の差を乾燥後重量（全乾重量）で除して100を掛けることにより求められる。","⑤木材の乾燥においては、心材よりも辺材の方が乾燥が早い。"
"2022","14","木材の材質及び加工品に関する次の記述のうち、最も不適切なものはどれか。","5","①木材は、長さ方向（繊維方向）の強度（引張、圧縮、曲げ）は高いが、幅方向（繊維に直交する方向）の強度は低い。","②集成材は、接着剤で複数の木材を積層接着した製品であり、欠点が分散される効果により、強度のばらつきが少なく均質な製品が得られる。","③CLT（直交集成板）は、ひき板（ラミナ）を繊維方向が直交するように積層接着した板状の製品である。","④LVL（単板積層材）は、薄くはいだ単板を繊維方向を揃えて積層接着した製品である。","⑤合板は、薄い単板を繊維方向が平行になるよう積層接着した製品であり、単板の積層数は奇数に限られる。"
"2022","15","木材の物理的性質に関する次の記述のうち、最も不適切なものはどれか。","3","①木材の気乾比重（気乾密度）は、一般的に、針葉樹に比べて広葉樹の方が大きい傾向がある。","②木材の繊維飽和点とは、細胞腔内に自由水がなく、細胞壁中の結合水だけが飽和した状態のことである。","③木材は、繊維飽和点以下の状態において、含水率が増えるにつれて木材の強度は増加する。","④木材の熱伝導率は、コンクリートや鉄に比べてかなり小さい。","⑤木材は、電気絶縁性が高い材料であり、含水率が低いほど電気抵抗が大きくなる。"
"2022","16","山地防災に関する次の記述のうち、最も不適切なものはどれか。","4","①山地災害とは、山腹崩壊や地すべりなどによる土砂の移動によって引き起こされる被害であり、山地から渓流・河川を経て下流域の扇状地や平野部において被害をもたらすこともある。","②山腹崩壊は、豪雨や地震によって引き起こされることが多く、崩壊のしやすさは、岩質・地質・地形・気候・植生・土地利用など様々な要因によって異なる。","③地すべりは、地盤の内部に弱面が形成され、比較的ゆっくりとした速度で土塊が移動する現象であり、一般的に移動する土塊の規模が大きい。","④土石流とは、渓流などにおいて比較的大きな礫が転がりながら移動する現象であり、急勾配の渓流では発生しやすいが、下流に近いゆるやかな傾斜地では発生しない。","⑤山地防災対策としては、治山ダムや山腹工など治山施設の整備に加え、森林の適切な管理や保全が重要である。"
"2022","17","水土保全機能を発揮させる森林整備に関する次の記述のうち、最も不適切なものはどれか。","4","①針広混交林は、単一樹種からなる純林に比べて、風害・雪害・病虫害に対して強い傾向があるため、水土保全機能の発揮には有利とされる。","②根系の深い樹種の混植は、土壌を深くまで緊縛する効果があり、表層崩壊の防止に有効とされる。","③下層植生（草本類・低木等）は、根系による緊縛効果が弱いため、斜面安定には寄与しない。","④択伐施業によって林分内に異なる樹高の樹木が混在する不整齢（異齢）林が形成された場合、整齢林よりも降雨の遮断量が大きくなる傾向がある。","⑤長伐期施業は、大径木化によって一般的に根系の発達を促すため、皆伐後に行われる更新作業と比較して、斜面安定に貢献すると考えられている。"
"2022","18","治山に関する次の記述のうち、最も不適切なものはどれか。","3","①治山事業は、地すべりや山腹崩壊、土石流などの山地災害から国民の生命・財産を保護するとともに、水源の涵養・保全など国土の保全・水源の確保を目的として実施する事業であり、主に都道府県が実施する。","②保安林は、水源涵養、土砂流出防備、土砂崩壊防備などを目的として、農林水産大臣又は都道府県知事が指定し、伐採制限などの行為制限が設けられている。","③地すべり防止法及び急傾斜地法は、国土交通省が主管する法律であり、治山事業とは直接の関連がない。","④保安林整備計画は、農林水産大臣が全国保安林整備計画に基づいて、都道府県ごとに樹立する計画であり、保安林として整備すべき地域・区域などについて定めるものである。","⑤砂防事業は、砂防法に基づき、砂防ダムの建設や渓流への砂防堰堤などの設置により、土砂の流出を防ぐ事業であり、主に国土交通省が管轄している。"
"2022","19","植物生態学の用語に関する次の記述のうち、最も不適切なものはどれか。","2","①優占種とは、ある植物群落において、数量や被度（カバー率）の点で他の種に比べて圧倒的に多い種のことをいう。","②ギャップとは、植物群落の遷移において、植物群落が成熟して最終的に安定した状態に達した群落のことをいう。","③フェノロジー（生物季節）とは、春の開葉・開花、秋の落葉・紅葉などの植物の季節的な変化と気象・気候変動との関係を研究する分野のことをいう。","④植物相（フロラ）とは、ある地域に生育している植物種の総体のことをいう。","⑤林分構造とは、森林を構成する樹木の樹高・胸高直径・材積などの分布状態のことをいう。"
"2022","20","森林の遷移に関する次の記述のうち、最も不適切なものはどれか。","2","①一次遷移とは、裸地や湖沼などの植物がほとんど存在しない場所から始まる遷移であり、火山噴火後の溶岩上や砂丘などでみられる。","②極相林では種の多様性は低く、単一種で構成される場合がほとんどである。","③日本の多くの地域では、遷移の極相（クライマックス）は落葉広葉樹林であるが、西南日本では常緑広葉樹林（照葉樹林）になる場合が多い。","④二次遷移とは、撹乱（伐採・山火事・耕作地の放棄等）を受けた場所から始まる遷移であり、一次遷移に比べて進行が早い。","⑤パイオニア植物とは、裸地や撹乱後の土地など、厳しい環境のところに最初に侵入し定着する植物のことである。"
"2022","21","気候変動が森林に与える影響に関する次の記述のうち、最も不適切なものはどれか。","1","①気候変動の影響により、北日本を中心として日本各地でナラ枯れ、マツ枯れなどの虫害・病害の被害が拡大しているが、スギ人工林においては病虫害の被害はほとんど見られない。","②温暖化による気温上昇に伴い、主要な樹種の分布域が変化し、ブナなどの冷温帯の樹種では分布域が縮小する恐れがある。","③IPCC（気候変動に関する政府間パネル）の報告書によると、森林生態系のサービスは気候変動の影響で大きく変化すると予測されており、降水パターンの変化による干ばつの頻発・激化などの影響が懸念されている。","④大気中の二酸化炭素濃度の上昇により、光合成が促進され、森林の成長が促進される可能性がある一方、高温や乾燥のストレスにより成長が抑制される場合もある。","⑤近年、気候変動の影響により、日本各地で大雨・洪水の頻度が高まる傾向にあり、山地災害の発生リスクが高まっているとされる。"
"2022","22","CAMERA（カメラ）に関する次の記述のうち、最も不適切なものはどれか。","2","①サーモカメラ（赤外線カメラ）は、物体の表面温度による赤外線放射を検出し、温度分布を画像化する機器であり、夜間や煙が充満した場所での調査にも利用できる。","②ドローン（UAV）に搭載したカメラは、計画的に垂直撮影することで、空中写真測量（フォトグラメトリ）に用いることができ、2次元の平面地図と3次元モデルを作成することができるが、地上点（GCP）を設置しなくても高精度の測量ができる。","③サーモカメラ（赤外線カメラ）は、森林の蒸散活性などの解析に活用できる。","④森林のバイオマス量の推定においては、光学センサーを搭載した人工衛星データを利用することができる。","⑤LiDAR（Light Detection And Ranging）は、レーザー光を照射し、物体からの反射光の飛行時間から距離を測定する技術であり、森林の樹高や地形のデータ取得に利用されている。"
"2022","23","木材の化学成分に関する次の記述のうち、最も不適切なものはどれか。","3","①木材の主要な化学成分は、セルロース、ヘミセルロース、リグニンであり、これらを合わせた割合は木材の乾燥重量の90〜95%程度を占める。","②セルロースは、β-1,4-グルコシド結合によりグルコースが直鎖状に連なった多糖類であり、植物細胞壁の主要な構成成分である。","③リグニンは、多糖類の一種であり、フェルラ酸などの前駆体から合成される。","④ヘミセルロースは、セルロースと共に植物細胞壁を構成する多糖類の総称であり、セルロースとは異なり、分岐構造を持つ。","⑤抽出成分（エキストラクティブ）とは、水や有機溶剤で抽出できる低分子化合物の総称であり、樹脂、タンニン、色素などが含まれる。"
"2022","24","ウッドデザイン賞に関する次の記述のうち、最も不適切なものはどれか。","4","①ウッドデザイン賞は、木の良さや価値を再発見させるモノや取組などを表彰する顕彰制度である。","②ウッドデザイン賞は、林野庁の支援のもとウッドデザイン賞運営事務局が主催している。","③ウッドデザイン賞の審査は、機能、素材・環境、デザイン、コミュニケーションの観点などから行われる。","④ウッドデザイン賞には、建築・空間部門、インテリア・日用品部門、素材・建材部門等の部門が設けられており、製品・サービスの応募のみが対象となっている。","⑤ウッドデザイン賞では、特に優れたものについて、農林水産大臣賞や林野庁長官賞などが授与される。"
"2022","25","令和2年（2020）年「森林・林業白書」（農林水産省）に関する次の記述のうち、最も不適切なものはどれか。","1","①令和2年白書によると、林業産出額のうち最も多くを占めるのは特用林産物（きのこ類等）であり、次いで木材生産が多く、また木材生産のうちでは素材生産額が最も多い。","②令和2年白書によると、杉（スギ）は日本の人工林において最も面積が大きい樹種である。","③令和2年白書によると、木材価格（スギ正角）は、昭和55（1980）年頃をピークに長期的に低下傾向にある。","④令和2年白書によると、年間の林業労働者数（雇用者数）は減少傾向にあるが、近年では若い世代の新規就業者も増加してきている。","⑤令和2年白書によると、国産材の製材工場の工場数は減少しているが、1工場当たりの処理能力は向上している。"
"2022","26","令和2（2020）年「森林・林業白書」及び「令和3年度 森林及び林業の動向」（農林水産省）に基づく森林・林業の動向に関する次の記述のうち、最も不適切なものはどれか。","2","①令和元（2019）年の木材輸入量は、近年横ばいで推移してきた丸太輸入量が減少傾向となるなか、製材品・合板等の木材製品の輸入量は増加している。","②我が国の木材自給率は、平成14（2002）年から令和元（2019）年にかけて一貫して増加してきており、令和元（2019）年では約60%となっている。","③我が国の森林蓄積は増加を続けており、令和2（2020）年の森林蓄積は約52億㎥となっている。","④森林経営管理制度に基づいて、令和元（2019）年度から令和2（2020）年度にかけて、市町村による意向調査が実施されている。","⑤路網整備については、林道・林業専用道・作業道を合わせた総延長は増加傾向にあるが、1ha当たりの路網密度は欧州各国に比べて低い水準にある。"
